0	U.S.A	We event went to historical sites, which was pretty cool.
1	U.S.A	We participated in a city bike ride.
2	U.S.A	Most of the roads were covered in snow.
3	U.S.A	PEOPLES ARE WALKING THE BEECH
4	U.S.A	I think they are enjoying themselves way too much.
5	U.S.A	He had a great time on the hike.
6	U.S.A	The path was quiet and peaceful.
7	U.S.A	I put all of the ingredients together.
8	U.S.A	On break, we all decided to save time and catch the subway to this little hole in the wall restaurant that we've been talking about for weeks.
9	U.S.A	They were chatting and laughing.
10	U.S.A	IT IS A LIGHT
11	U.S.A	the man sit at a table drinking his beer
12	U.S.A	My family had a great time and even got our picture taken.
13	U.S.A	Check out the Easter eggs.
14	U.S.A	The racers in the marathon were all in attendance.
15	U.S.A	Soccer can be a fast-paced sport.
16	U.S.A	This is the neighborhood the church is in.
17	U.S.A	The obituary is posted, it is very sad.
18	U.S.A	The winter snowstorm was the largest one I've seen in the past 20 years!
19	U.S.A	We weren't allowed to touch them.
20	U.S.A	But all is not lost--some of the costumes were really quite whimsical.
21	U.S.A	She was surprised with a gift.
22	U.S.A	This couple is being filmed as part of a reality show.
23	U.S.A	This is an interesting comic.
24	U.S.A	IT IS A STREET
25	U.S.A	THE PICUTRE IS BEAUTIFUL
26	U.S.A	We got to put this her baby we found in the dump in that contraption to be be able know which of them there hills we are supposed to be running to .
27	U.S.A	An African man leans against his wooden railing while smiling
28	U.S.A	I spent a time away from my parents in a remote place.
29	U.S.A	The ocean was such a crystal blue.
30	U.S.A	It was another night at the CVS photo lab and Brian was developing pictures of some college kids.
31	U.S.A	I even added a bit of color to my chairs.
32	U.S.A	Lastly, at the moment of departure, I had my picture taken.
33	U.S.A	John decided he was going to grill some burgers.
34	U.S.A	The dancers performance of the Christmas dance was fantastic.
35	U.S.A	THE RIVER IN THE GARDEN
36	U.S.A	IT IS A PRODUCTS
37	U.S.A	Now everyone can enjoy everything else this region has to offer.
38	U.S.A	IT IS A BOY
39	U.S.A	The second piece he looks at is also abstract, but black and white.
40	U.S.A	Now that he's trapped us, we are pinned down by guards in the tower.
41	U.S.A	A group of students look on as a student gives a presentation.
42	U.S.A	There were a all male Elvis Presley contest at the end of the boardwalk.
43	U.S.A	The tall lighthouse stood majestically.
44	U.S.A	Jim and Joe were ready to party
45	U.S.A	I had a fantastic time on my trip.
46	U.S.A	He couldn't help taking so many pictures of the dancer's hips.
47	U.S.A	THE GIRL IN LIGHT
48	U.S.A	IT IS A BLANK PICTURE
49	U.S.A	He had a great time on the hike.
50	U.S.A	Look at all those rides! I can't wait to ride on them.
